filename,width,height,class,xmin,ymin,xmax,ymax
1977-4LQfxtdrkKQ_jpg.rf.77d5dd24a422f025896ea1bbd3099e48.jpg,640,640,0,106,0,499,324
0626-Wtqc78zzq3I_jpg.rf.7c35d0bcef2382c2f7bf26efac63efa4.jpg,640,640,0,0,27,494,640
1868-Dy7d_XkykGI_jpg.rf.8a7e55b2658275ae5c964ae96e69c69b.jpg,640,640,0,309,244,614,403
0447-8lj58-Px0TU_jpg.rf.97652369224de8473a341da07e702e22.jpg,640,640,0,68,0,580,640
0728-XOcH-bl46R0_jpg.rf.932bc8fecd5aa6827e81c2cb81cc5a27.jpg,640,640,0,0,134,206,583
0728-XOcH-bl46R0_jpg.rf.932bc8fecd5aa6827e81c2cb81cc5a27.jpg,640,640,0,108,208,337,617
0728-XOcH-bl46R0_jpg.rf.932bc8fecd5aa6827e81c2cb81cc5a27.jpg,640,640,0,304,275,612,640
1139-ZTx9fYs4VUk_jpg.rf.954e71e1512230dbb4599af0c8b51f5d.jpg,640,640,0,18,16,591,618
0446-RnjoT07nBxo_jpg.rf.9a45a23286cff581667d2f8c4ba30259.jpg,640,640,0,128,123,531,602
1391-sDlvKTZhNVM_jpg.rf.9c7777061ed3884a5b65d6bd12199af9.jpg,640,640,0,56,0,561,640
0942-9yX6OJwUR_A_jpg.rf.98f86303e497aa21296d1ef11e3d856b.jpg,640,640,0,139,151,530,611
1621-TysJ1W34klk_jpg.rf.9deec0a6b71c6821cd439b4189d31699.jpg,640,640,0,206,30,433,461
1486-Cln_DSUH7XY_jpg.rf.9693cc86f2d5e033c3fb8fb81529d89f.jpg,640,640,0,51,205,411,538
1486-Cln_DSUH7XY_jpg.rf.9693cc86f2d5e033c3fb8fb81529d89f.jpg,640,640,0,496,215,640,353
1224-W0Of8zsJwc0_jpg.rf.9074a1d54d74875ff743eb4163eb3e7d.jpg,640,640,0,50,396,370,640
1105-jGxAdMJGDlc_jpg.rf.a349b025414d0021c49ed0741ba8e870.jpg,640,640,0,340,354,440,587
1696-BWDKugpKq64_jpg.rf.af645ac12608c0b8a65a9f0e2ff6cb80.jpg,640,640,0,236,60,551,437
1030_ykprNtnrzg_jpg.rf.8e3d50629fa8bfc11d4829bbc38084c7.jpg,640,640,0,75,36,561,640
0611-mHP1sTk2yAg_jpg.rf.b144fc1bfe74ab272f1174a9038a7972.jpg,640,640,0,100,286,400,592
1693-HfG-GR02oEk_jpg.rf.b96715a99c0bd57bda2a6e7d592283a3.jpg,640,640,0,211,29,471,551
1165-BFCBVXDmRNE_jpg.rf.b999c2ad55aa37179d70e1a4f2a7933a.jpg,640,640,0,127,239,631,612
0910-c_x3_ccZnbA_jpg.rf.75f1bd3a5e62c258089997402cad2a91.jpg,640,640,0,15,27,346,386
1836-UH6jun2MyNU_jpg.rf.875540864e77910ac283253708252d73.jpg,640,640,0,0,0,500,621
0674-sBoCWJLs8uY_jpg.rf.b8b4ac36e263e6a9df70fdba6b197e0d.jpg,640,640,0,63,82,541,501
1224-W0Of8zsJwc0_jpg.rf.90c3d91f733c90cf3b990e8e058ecb3d.jpg,640,640,0,50,396,370,640
1495-VJiD_y4uTbw_jpg.rf.cca0e26115874dbfbc0b1f38f0302187.jpg,640,640,0,0,47,344,637
0770-CtmcsbfWZLY_jpg.rf.b72b59c44c5aece9b32dbf75cf5adcb3.jpg,640,640,0,125,45,640,632
hOg0SZ0X2-c_jpg.rf.76cc4a9646eb6a14fa3bc73fcee7360b.jpg,640,640,0,40,109,640,586
0670-bvF7FyjdPTM_jpg.rf.c1feceb90af0171b38a287a3e0e0aabe.jpg,640,640,0,0,83,606,640
xhivqw4TyBY_jpg.rf.cb78d15aa6243a6ee23ab1a3840db64f.jpg,640,640,0,2,76,544,551
1165-BFCBVXDmRNE_jpg.rf.e2648096885f1166de00ef88454ccf66.jpg,640,640,0,127,239,631,612
1224-W0Of8zsJwc0_jpg.rf.c2c06ae521b134e9912f15ba44feca71.jpg,640,640,0,50,396,370,640
0717-9MuSp4pGMWY_jpg.rf.b467ceb3477f78cbd52b644c99882011.jpg,640,640,0,193,106,547,445
1257-L6n1PUZZmVo_jpg.rf.e077133e5c207df52195b688ae576d6f.jpg,640,640,0,64,218,159,468
1272-fScUHsh0e-A_jpg.rf.dc3e30b5b7ef79395f72cf910f2488ed.jpg,640,640,0,381,180,626,429
1272-fScUHsh0e-A_jpg.rf.dc3e30b5b7ef79395f72cf910f2488ed.jpg,640,640,0,201,241,331,378
1272-fScUHsh0e-A_jpg.rf.dc3e30b5b7ef79395f72cf910f2488ed.jpg,640,640,0,29,210,233,433
1272-fScUHsh0e-A_jpg.rf.dc3e30b5b7ef79395f72cf910f2488ed.jpg,640,640,0,186,281,436,474
1272-fScUHsh0e-A_jpg.rf.dc3e30b5b7ef79395f72cf910f2488ed.jpg,640,640,0,273,386,572,605
1693-HfG-GR02oEk_jpg.rf.dffdd379d6e625b8894b5836c3b34600.jpg,640,640,0,211,29,471,551
0626-Wtqc78zzq3I_jpg.rf.f20ed4f8208c8bd4700e3d19afec94f4.jpg,640,640,0,0,27,494,640
1836-UH6jun2MyNU_jpg.rf.e37894442530ff22340b559ba77ff4ec.jpg,640,640,0,0,0,500,621
0765-BoKzZLI4uV8_jpg.rf.f3dcf4be86d427c4ca92d6d90cf312f5.jpg,640,640,0,231,176,628,443
1165-BFCBVXDmRNE_jpg.rf.ecc76814eca901e6d50ff993f0106e8a.jpg,640,640,0,127,239,631,612
0446-RnjoT07nBxo_jpg.rf.b9e1bc00f52e21e59e4fbb0995a384a5.jpg,640,640,0,128,123,531,602
0278-B8s_Uv9iwWQ_jpg.rf.e97fe2e92bc2980436842b5d70791545.jpg,640,640,0,38,201,634,510
1621-TysJ1W34klk_jpg.rf.c6c3f844b46add4fd93b6aa0566dd86b.jpg,640,640,0,206,30,433,461
1809-dZLBvzmcsJY_jpg.rf.bfa42ecbeb0ec1c9720437d335124e84.jpg,640,640,0,106,51,474,530
kdBxmh5q5UE-1-_jpg.rf.dd4062da394b35aace10f0106f322075.jpg,640,640,0,333,112,581,502
kdBxmh5q5UE-1-_jpg.rf.dd4062da394b35aace10f0106f322075.jpg,640,640,0,58,152,358,522
1621-TysJ1W34klk_jpg.rf.c2de55f1d517effc82e06b9374ac9090.jpg,640,640,0,206,30,433,461
1030_ykprNtnrzg_jpg.rf.fa1fff041c2869676fe8befd7d25c2eb.jpg,640,640,0,75,36,561,640
1391-sDlvKTZhNVM_jpg.rf.f73e66071afe6020556c280c23abccbe.jpg,640,640,0,56,0,561,640
1105-jGxAdMJGDlc_jpg.rf.f45ac5e834c15367c5351110bcb4863a.jpg,640,640,0,340,354,440,587
